index,Term,LoanStatus,BorrowerRate,ProsperRating (Alpha),ListingCategory (numeric),EmploymentStatus,DelinquenciesLast7Years,StatedMonthlyIncome,TotalProsperLoans,LoanOriginalAmount,LoanOriginationDate,Recommendations,Investors
1200,36,Defaulted,0.2346,D,Other,Employed,0.0,2666.666667,0.0,5000,2013-01-25,0,87
1207,36,Completed,0.2625,D,Other,Full-time,6.0,5395.0,1.0,4000,2010-05-28,1,109
1209,12,Completed,0.0929,A,Business,Employed,0.0,11215.833333,1.0,2854,2011-10-26,0,40
1217,36,Completed,0.0899,AA,Other,Employed,0.0,12500.0,0.0,15000,2011-08-11,0,379
1222,36,Completed,0.295,D,Other,Employed,0.0,2333.333333,0.0,2000,2011-01-11,0,39
1224,36,Completed,0.2969,E,Debt Consolidation,Employed,0.0,3702.916667,0.0,4000,2012-07-30,0,6
1228,36,Completed,0.105,AA,Other,Full-time,0.0,5416.666667,0.0,12500,2009-11-05,0,465
1234,36,Completed,0.0839,AA,Debt Consolidation,Employed,0.0,4166.666667,0.0,6500,2012-09-06,0,122
1243,36,Completed,0.0825,AA,Business,Employed,0.0,5816.0,0.0,13000,2010-09-16,0,384
1247,36,Defaulted,0.2839,E,Other,Employed,0.0,6833.333333,0.0,4000,2012-09-10,0,6
1248,36,Defaulted,0.2625,D,Other,Full-time,0.0,1750.0,0.0,1000,2010-03-16,0,49
1253,36,Completed,0.092,A,Other,Full-time,0.0,4166.666667,0.0,1200,2010-07-20,0,45
1258,36,Completed,0.1151,A,Other,Employed,0.0,6833.333333,0.0,7000,2012-07-23,0,46
1259,60,Defaulted,0.1845,B,Other,Employed,0.0,3333.333333,0.0,15000,2012-02-06,0,347
1260,36,Completed,0.2085,D,Debt Consolidation,Employed,23.0,7500.0,0.0,15000,2013-11-04,0,1
1268,36,Completed,0.2599,D,Other,Employed,0.0,6250.0,0.0,3000,2011-03-30,0,30
1277,36,Defaulted,0.295,D,Business,Full-time,0.0,7500.0,0.0,7500,2011-01-11,0,95
1284,36,Completed,0.1799,B,Debt Consolidation,Employed,0.0,3747.0,0.0,15000,2011-11-03,0,177
1285,36,Completed,0.092,A,Debt Consolidation,Retired,0.0,1761.333333,0.0,4200,2010-06-04,0,115
1289,36,Completed,0.3395,D,Debt Consolidation,Full-time,0.0,4295.75,3.0,5700,2010-07-29,0,119
1290,36,Completed,0.3127,HR,Debt Consolidation,Employed,17.0,9011.666667,0.0,4000,2011-12-14,0,1
1291,36,Completed,0.2199,D,Debt Consolidation,Employed,4.0,4583.333333,0.0,15000,2013-01-17,0,255
1293,60,Completed,0.3049,D,Debt Consolidation,Employed,0.0,6250.0,0.0,7700,2011-08-03,1,67
1295,36,Completed,0.176,C,Other,Employed,21.0,7083.333333,0.0,3400,2013-11-06,0,1
1303,36,Completed,0.31,HR,Other,Full-time,6.0,4333.333333,1.0,2000,2010-02-04,0,65
1304,36,Completed,0.1799,B,Debt Consolidation,Employed,5.0,31250.0,0.0,10000,2011-09-23,0,145
1306,36,Completed,0.3177,HR,Debt Consolidation,Employed,10.0,4035.166667,0.0,4000,2012-02-14,0,1
1309,36,Completed,0.092,A,Debt Consolidation,Full-time,0.0,7916.666667,0.0,6000,2010-03-31,0,194
1310,60,Completed,0.183,B,Debt Consolidation,Employed,0.0,2333.333333,1.0,11300,2012-04-18,0,158
1319,36,Defaulted,0.2399,D,Debt Consolidation,Employed,0.0,6500.0,1.0,2500,2011-09-30,0,17
1321,36,Completed,0.339,HR,Business,Self-employed,15.0,5000.0,1.0,2000,2010-04-20,0,60
1323,12,Completed,0.1304,C,Other,Employed,19.0,2624.0,1.0,3000,2012-05-25,0,25
1326,36,Defaulted,0.3177,HR,Debt Consolidation,Other,0.0,2750.0,0.0,4000,2012-02-16,0,1
1333,36,Completed,0.3073,E,Other,Self-employed,6.0,8000.0,1.0,7500,2011-12-16,0,11
1342,36,Defaulted,0.2049,C,Auto,Other,3.0,3339.333333,0.0,2000,2012-03-29,0,21
1349,36,Defaulted,0.35,HR,Other,Full-time,16.0,3577.0,1.0,1800,2010-01-22,0,24
1352,60,Completed,0.2498,C,Debt Consolidation,Self-employed,0.0,2083.333333,0.0,13000,2012-08-13,0,30
1358,36,Completed,0.1469,B,Debt Consolidation,Employed,5.0,5166.666667,1.0,8500,2012-04-23,0,125
1360,36,Completed,0.3299,E,Business,Full-time,0.0,5083.333333,2.0,1500,2009-12-29,0,26
1361,60,Defaulted,0.1551,A,Other,Employed,0.0,12500.0,0.0,7000,2012-05-15,0,17
1362,36,Defaulted,0.2699,D,Home Improvement,Employed,0.0,2083.333333,0.0,7000,2011-08-09,0,17
1363,36,Defaulted,0.3149,E,Other,Employed,0.0,3750.0,0.0,6000,2011-10-28,0,14
1364,36,Completed,0.1509,B,Debt Consolidation,Employed,0.0,4333.333333,0.0,7000,2013-04-26,0,1
1377,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,4166.666667,0.0,2000,2012-09-27,0,24
1391,36,Completed,0.0935,A,Debt Consolidation,Full-time,0.0,7416.666667,0.0,11500,2010-01-08,0,378
1407,36,Completed,0.0825,AA,Business,Employed,0.0,6250.0,0.0,10000,2010-08-13,0,248
1410,60,Completed,0.1939,B,Other,Employed,0.0,3750.0,2.0,6500,2013-01-23,0,103
1412,36,Defaulted,0.2599,D,Debt Consolidation,Employed,0.0,9041.666667,0.0,3000,2011-11-15,0,45
1418,60,Defaulted,0.2085,B,Other,Employed,5.0,4416.666667,0.0,13000,2012-04-25,0,177
1420,36,Completed,0.093,AA,Home Improvement,Full-time,0.0,3880.0,0.0,9000,2010-07-09,0,294
1423,36,Completed,0.35,HR,Other,Employed,0.0,2916.666667,0.0,2000,2010-12-21,0,57
1424,36,Completed,0.35,HR,Home Improvement,Full-time,2.0,8750.0,1.0,2500,2010-04-22,0,36
1425,36,Defaulted,0.3177,HR,Other,Self-employed,0.0,10000.0,0.0,4000,2012-01-19,0,1
1434,36,Completed,0.2346,D,Debt Consolidation,Employed,11.0,6666.666667,2.0,3000,2013-05-24,0,50
1446,36,Completed,0.3099,E,Home Improvement,Employed,0.0,4500.0,2.0,4000,2011-08-30,0,29
1448,36,Completed,0.2199,D,Other,Employed,0.0,2333.333333,0.0,7000,2012-08-20,0,128
1450,36,Completed,0.2599,D,Business,Employed,0.0,11666.666667,0.0,5000,2011-03-30,0,84
1452,36,Completed,0.35,HR,Other,Full-time,29.0,7250.0,1.0,4000,2010-06-16,0,46
1464,36,Completed,0.1414,B,Other,Employed,0.0,9630.5,2.0,12880,2012-08-23,0,186
1482,36,Completed,0.2346,D,Debt Consolidation,Employed,0.0,4583.333333,0.0,9000,2013-02-28,0,151
1489,36,Completed,0.1414,B,Auto,Employed,14.0,3750.0,1.0,4000,2012-12-13,0,51
1490,36,Completed,0.1485,B,Other,Full-time,0.0,25166.666667,0.0,10000,2010-06-28,0,322
1502,36,Completed,0.3177,HR,Other,Employed,0.0,750.0,0.0,4000,2012-01-24,0,14
1503,60,Completed,0.1699,B,Business,Employed,0.0,6500.0,0.0,25000,2013-05-07,0,107
1504,36,Completed,0.33,HR,Debt Consolidation,Employed,0.0,9000.0,1.0,3000,2010-09-03,0,82
1508,36,Completed,0.1902,C,Other,Full-time,0.0,4583.333333,2.0,2500,2012-07-05,0,42
1509,60,Completed,0.2118,C,Other,Employed,1.0,2916.666667,0.0,5000,2012-11-08,0,71
1510,60,Defaulted,0.2468,C,Business,Employed,0.0,4875.0,0.0,15000,2012-03-27,0,25
1525,12,Completed,0.0929,A,Other,Full-time,0.0,3833.333333,1.0,2000,2011-09-23,0,45
1527,36,Completed,0.2399,D,Debt Consolidation,Self-employed,0.0,7166.666667,2.0,10000,2011-08-18,0,59
1531,36,Completed,0.085,AA,Home Improvement,Full-time,0.0,9166.666667,0.0,6000,2009-08-05,0,271
1533,60,Defaulted,0.2118,C,Other,Employed,0.0,4166.666667,0.0,9500,2012-11-21,0,121
1534,60,Completed,0.2151,B,Debt Consolidation,Employed,11.0,8850.0,0.0,15000,2011-12-09,0,264
1535,36,Completed,0.199,C,Debt Consolidation,Full-time,7.0,2625.0,0.0,2100,2010-02-26,0,47
1541,60,Defaulted,0.2199,C,Debt Consolidation,Employed,0.0,8298.083333,1.0,15000,2011-08-09,0,361
1547,36,Completed,0.35,E,Debt Consolidation,Full-time,0.0,5583.333333,1.0,5000,2009-10-14,0,96
1549,36,Completed,0.1515,B,Debt Consolidation,Employed,0.0,6666.666667,0.0,7500,2010-10-07,0,221
1560,36,Completed,0.1154,A,Debt Consolidation,Employed,0.0,4750.0,0.0,7000,2011-12-30,0,134
1569,36,Completed,0.3177,HR,Home Improvement,Other,0.0,5000.0,0.0,4000,2012-02-28,0,3
1574,36,Completed,0.2969,E,Home Improvement,Employed,45.0,3000.0,0.0,4000,2012-07-30,0,53
1576,36,Completed,0.1774,C,Debt Consolidation,Employed,0.0,4876.333333,0.0,10000,2012-11-21,0,44
1580,36,Completed,0.082,A,Auto,Part-time,0.0,2166.666667,1.0,1600,2010-01-26,0,77
1585,60,Defaulted,0.2151,B,Debt Consolidation,Employed,0.0,8166.666667,0.0,15000,2011-11-21,0,279
1590,60,Completed,0.1845,B,Other,Employed,2.0,7833.333333,0.0,5000,2012-04-17,0,10
1592,60,Completed,0.3027,D,Other,Employed,0.0,10833.333333,0.0,10000,2011-12-29,0,134
1598,36,Defaulted,0.2635,D,Other,Full-time,4.0,5200.0,0.0,4000,2009-10-08,0,137
1603,36,Defaulted,0.3177,HR,Home Improvement,Employed,53.0,5220.0,0.0,3750,2012-12-24,0,42
1604,36,Defaulted,0.3073,E,Business,Employed,0.0,2916.666667,1.0,5500,2011-12-29,0,6
1605,36,Completed,0.2346,D,Debt Consolidation,Employed,0.0,3302.666667,0.0,3500,2013-03-18,0,3
1609,36,Completed,0.2399,D,Debt Consolidation,Self-employed,0.0,25000.0,1.0,15000,2011-07-29,0,58
1617,36,Completed,0.35,HR,Business,Employed,0.0,1422.416667,0.0,5500,2010-09-29,0,28
1618,60,Completed,0.2579,D,Debt Consolidation,Employed,0.0,7750.0,0.0,15000,2013-08-26,0,1
1622,36,Completed,0.0655,AA,Other,Employed,0.0,3541.666667,0.0,15000,2011-02-04,0,342
1623,36,Completed,0.0785,AA,Home Improvement,Employed,0.0,2916.666667,2.0,15000,2010-10-12,0,516
1628,36,Completed,0.1599,B,Debt Consolidation,Employed,7.0,833.333333,0.0,2000,2011-07-19,0,39
1632,36,Completed,0.111,A,Home Improvement,Employed,0.0,10750.0,1.0,24500,2011-10-28,0,327
1634,36,Completed,0.3435,E,Debt Consolidation,Employed,20.0,5000.0,0.0,4000,2010-10-28,0,139
1638,60,Defaulted,0.2573,D,Other,Other,0.0,4333.333333,0.0,15000,2012-08-17,0,24
1640,36,Completed,0.2499,D,Home Improvement,Employed,0.0,7291.666667,0.0,5000,2012-05-15,0,54
1642,36,Defaulted,0.3177,HR,Debt Consolidation,Employed,15.0,5416.666667,0.0,4000,2012-11-21,0,84
1645,36,Completed,0.2639,E,Debt Consolidation,Employed,0.0,4333.333333,0.0,4000,2013-03-28,0,55
1646,36,Completed,0.1089,A,Debt Consolidation,Employed,0.0,9583.333333,1.0,10000,2013-07-25,0,1
1650,36,Completed,0.3177,HR,Debt Consolidation,Employed,0.0,4050.0,0.0,4000,2011-12-14,0,9
1652,36,Defaulted,0.3199,E,Debt Consolidation,Employed,0.0,19000.0,0.0,7500,2011-08-01,0,102
1658,36,Completed,0.2561,D,Debt Consolidation,Employed,0.0,3750.0,0.0,3000,2011-11-30,0,21
1662,12,Completed,0.1576,C,Home Improvement,Other,0.0,4583.333333,0.0,4000,2012-05-30,0,90
1663,60,Completed,0.2694,E,Home Improvement,Employed,0.0,7500.0,0.0,10000,2014-01-13,0,2
1664,36,Completed,0.3177,HR,Other,Other,0.0,583.333333,0.0,4000,2012-05-04,0,32
1667,60,Completed,0.1999,C,Business,Employed,46.0,8750.0,4.0,15000,2011-04-29,0,206
1674,36,Defaulted,0.3177,HR,Home Improvement,Employed,0.0,2500.0,0.0,2500,2012-05-08,0,34
1678,36,Completed,0.3177,HR,Other,Self-employed,13.0,833.333333,0.0,4000,2012-02-14,0,1
1684,36,Completed,0.2561,D,Debt Consolidation,Employed,11.0,3100.0,0.0,3700,2011-12-06,0,79
1694,36,Defaulted,0.3177,HR,Other,Self-employed,0.0,2666.666667,0.0,3900,2012-02-28,0,4
1696,36,Defaulted,0.2599,D,Debt Consolidation,Employed,0.0,2666.666667,0.0,4000,2011-03-31,0,53
1704,36,Completed,0.35,HR,Debt Consolidation,Full-time,0.0,5000.0,1.0,6300,2010-06-21,1,69
1706,60,Completed,0.2632,D,Debt Consolidation,Employed,0.0,3000.0,1.0,3800,2012-09-11,0,52
1712,36,Completed,0.2148,C,Debt Consolidation,Employed,18.0,4966.666667,0.0,13000,2012-04-30,0,40
1715,60,Completed,0.1847,B,Debt Consolidation,Employed,0.0,3416.666667,0.0,16000,2012-12-27,0,359
1717,36,Defaulted,0.2148,C,Other,Employed,0.0,3333.333333,0.0,3000,2012-05-10,0,56
1720,36,Defaulted,0.2148,C,Debt Consolidation,Employed,34.0,4500.0,0.0,9000,2012-06-29,0,21
1722,36,Completed,0.102,A,Debt Consolidation,Full-time,0.0,5250.0,0.0,8500,2010-04-20,0,343
1730,36,Completed,0.2599,D,Auto,Employed,16.0,2916.666667,0.0,6000,2011-05-27,0,35
1731,36,Defaulted,0.35,HR,Home Improvement,Full-time,7.0,7700.0,1.0,4000,2010-08-25,1,80
1732,36,Completed,0.3435,E,Other,Employed,5.0,3291.666667,0.0,3500,2010-11-22,0,96
1741,36,Defaulted,0.3177,HR,Other,Employed,20.0,5891.666667,0.0,4000,2012-07-31,0,4
1745,36,Defaulted,0.1864,C,Debt Consolidation,Employed,0.0,11583.333333,0.0,15000,2013-03-26,0,4
1749,12,Completed,0.0499,AA,Debt Consolidation,Employed,0.0,3333.333333,0.0,3500,2011-02-24,0,71
1759,36,Defaulted,0.3058,E,Other,Employed,0.0,2083.333333,0.0,4000,2012-01-09,0,8
1760,36,Completed,0.1774,C,Other,Employed,7.0,6333.333333,0.0,3000,2012-08-23,0,47
1761,36,Completed,0.2452,D,Home Improvement,Employed,0.0,12204.666667,0.0,15000,2012-04-16,0,18
1762,36,Completed,0.1095,A,Debt Consolidation,Employed,0.0,5583.333333,0.0,10000,2010-12-08,0,323
1763,60,Completed,0.1845,B,Debt Consolidation,Employed,0.0,8750.0,0.0,15000,2012-04-11,0,283
1765,36,Completed,0.2625,D,Auto,Full-time,6.0,4083.333333,0.0,1500,2010-07-19,0,44
1770,36,Completed,0.2786,E,Business,Self-employed,3.0,6666.666667,0.0,4000,2013-06-24,0,20
1776,60,Defaulted,0.2489,C,Debt Consolidation,Employed,0.0,5000.0,0.0,6000,2012-06-26,0,59
1782,36,Completed,0.35,HR,Business,Full-time,42.0,2666.666667,1.0,1000,2009-08-28,0,19
1801,60,Completed,0.2468,C,Debt Consolidation,Employed,20.0,6666.666667,0.0,12500,2012-04-09,0,4
1802,36,Completed,0.1559,B,Debt Consolidation,Employed,0.0,2253.333333,1.0,2700,2012-01-04,0,65
1805,36,Defaulted,0.3134,HR,Business,Employed,0.0,6166.666667,1.0,2000,2013-05-15,0,14
1808,36,Completed,0.295,D,Other,Employed,0.0,10000.0,0.0,7500,2011-01-31,0,163
1813,36,Completed,0.105,A,Debt Consolidation,Employed,0.0,4333.333333,0.0,6000,2013-10-22,0,1
1814,36,Completed,0.0964,A,Debt Consolidation,Employed,0.0,16333.333333,4.0,11250,2012-06-20,0,44
1815,12,Completed,0.1299,B,Business,Employed,0.0,3750.0,0.0,2000,2011-03-08,0,46
1827,36,Completed,0.111,A,Debt Consolidation,Employed,0.0,3750.0,2.0,5200,2011-10-20,0,54
1833,36,Completed,0.1774,C,Debt Consolidation,Employed,0.0,5508.333333,0.0,7100,2012-10-30,0,73
1839,36,Completed,0.0425,AA,Business,Full-time,0.0,4583.333333,1.0,1000,2010-02-24,1,23
1846,36,Defaulted,0.2452,D,Other,Self-employed,0.0,7000.0,0.0,5000,2012-03-09,0,13
1848,36,Completed,0.199,C,Other,Full-time,1.0,3416.666667,0.0,1300,2010-03-09,0,39
1850,36,Completed,0.07,AA,Debt Consolidation,Employed,0.0,4166.666667,0.0,2000,2010-08-31,0,147
1860,36,Defaulted,0.1899,C,Home Improvement,Employed,88.0,6069.0,2.0,9500,2011-07-20,0,39
1863,36,Defaulted,0.134,B,Other,Full-time,0.0,2561.0,2.0,5000,2010-11-24,0,72
1865,36,Defaulted,0.3199,E,Other,Employed,0.0,7666.666667,0.0,7000,2011-06-20,0,33
1866,12,Completed,0.1739,D,Other,Self-employed,0.0,41666.666667,0.0,3000,2012-08-22,0,61
1867,36,Completed,0.1055,A,Auto,Full-time,0.0,8951.833333,1.0,8000,2010-11-30,0,189
1872,36,Completed,0.071,AA,Debt Consolidation,Full-time,0.0,7166.666667,0.0,2000,2010-03-09,0,81
1879,36,Completed,0.2574,D,Debt Consolidation,Full-time,16.0,2083.333333,1.0,6000,2011-10-31,0,98
1884,36,Completed,0.199,C,Debt Consolidation,Full-time,18.0,5153.0,1.0,3500,2010-05-24,0,83
1886,60,Defaulted,0.261,D,Debt Consolidation,Employed,0.0,3416.666667,1.0,5000,2012-05-09,0,47
1887,36,Completed,0.3199,HR,Auto,Employed,0.0,3000.0,0.0,4000,2011-11-08,0,58
1888,36,Completed,0.2324,D,Other,Employed,0.0,2500.0,0.0,12000,2012-09-06,0,78
1897,36,Completed,0.0633,AA,Business,Self-employed,0.0,10236.583333,0.0,1000,2010-05-04,0,91
1902,36,Completed,0.0999,A,Other,Employed,0.0,2083.333333,0.0,3000,2012-02-24,0,57
1904,60,Completed,0.1364,A,Debt Consolidation,Employed,0.0,3750.0,1.0,3900,2012-08-16,0,61
1905,60,Completed,0.2124,B,Other,Employed,0.0,8500.0,0.0,8000,2012-08-20,0,6
1916,60,Defaulted,0.2747,D,Business,Employed,1.0,1105.0,1.0,13000,2012-07-31,0,160
1918,36,Completed,0.322,E,Other,Employed,10.0,6814.083333,0.0,7500,2010-12-29,0,191
1922,60,Completed,0.2398,C,Debt Consolidation,Employed,0.0,3750.0,0.0,10500,2012-12-18,0,146
1924,36,Completed,0.2537,D,Debt Consolidation,Employed,2.0,5132.5,1.0,7000,2011-12-06,0,18
1929,60,Completed,0.2684,D,Debt Consolidation,Employed,0.0,8333.333333,0.0,12000,2012-08-20,0,17
1933,36,Completed,0.2148,C,Other,Employed,12.0,2500.0,0.0,2000,2012-06-04,0,37
1934,36,Completed,0.3177,HR,Home Improvement,Employed,22.0,11525.0,0.0,4000,2012-09-20,0,38
1942,36,Completed,0.2712,E,Debt Consolidation,Employed,0.0,2750.0,0.0,2000,2013-01-10,0,24
1949,36,Completed,0.1664,B,Debt Consolidation,Employed,0.0,3895.833333,0.0,3500,2011-11-29,0,65
1950,36,Completed,0.1626,B,Debt Consolidation,Employed,0.0,7083.333333,0.0,15000,2012-07-16,0,27
1955,36,Completed,0.1599,B,Debt Consolidation,Employed,0.0,2864.333333,0.0,10000,2013-06-17,0,153
1961,60,Completed,0.0961,AA,Other,Employed,0.0,11250.0,0.0,15750,2012-04-03,0,324
1963,36,Completed,0.3435,E,Debt Consolidation,Employed,4.0,4620.0,0.0,6500,2010-10-21,0,155
1969,60,Completed,0.2489,C,Other,Employed,0.0,3500.0,0.0,2000,2012-05-21,0,48
1974,60,Defaulted,0.3032,E,Debt Consolidation,Employed,3.0,2500.0,1.0,3500,2013-03-19,0,63
1976,36,Defaulted,0.2049,C,Other,Employed,21.0,7500.0,0.0,4500,2012-04-12,0,70
1978,36,Completed,0.07,AA,Other,Full-time,0.0,7500.0,1.0,5000,2009-08-13,0,190
1979,36,Defaulted,0.35,HR,Business,Full-time,0.0,2416.666667,0.0,3400,2010-02-26,0,104
1980,36,Completed,0.2699,D,Other,Employed,3.0,3750.0,0.0,5000,2011-06-14,0,24
1987,36,Completed,0.2699,D,Debt Consolidation,Employed,19.0,6250.0,0.0,4000,2011-09-29,0,5
1993,36,Completed,0.3199,E,Business,Self-employed,23.0,3333.333333,0.0,5384,2011-08-24,0,77
1997,36,Completed,0.2574,D,Debt Consolidation,Employed,0.0,3000.0,1.0,3000,2011-10-25,0,50
2012,36,Completed,0.2699,D,Other,Employed,0.0,1000.0,0.0,6000,2011-09-29,0,82
2023,36,Completed,0.3199,E,Other,Self-employed,0.0,6250.0,0.0,2500,2011-09-19,0,37
2035,12,Completed,0.0729,A,Business,Full-time,0.0,6250.0,1.0,2000,2011-03-25,0,31
2037,36,Completed,0.2499,D,Home Improvement,Employed,0.0,6250.0,0.0,8000,2012-07-06,0,6
2038,36,Completed,0.2148,C,Business,Employed,14.0,4833.333333,0.0,10000,2012-04-26,0,88
2044,12,Completed,0.0801,A,Debt Consolidation,Employed,0.0,3208.333333,1.0,3000,2013-02-13,0,47
2047,60,Defaulted,0.222,C,Home Improvement,Self-employed,0.0,2916.666667,1.0,9000,2012-05-03,0,135
2055,36,Completed,0.3199,HR,Debt Consolidation,Employed,0.0,4658.5,0.0,4000,2011-06-30,0,35
2060,36,Completed,0.2744,D,Other,Full-time,16.0,7217.583333,0.0,2500,2010-08-23,0,100
2065,36,Defaulted,0.1154,A,Debt Consolidation,Employed,0.0,3166.666667,0.0,13000,2011-12-22,0,17
2066,36,Completed,0.2699,D,Other,Employed,26.0,3083.333333,0.0,5000,2011-07-18,0,4
2069,60,Completed,0.2899,D,Debt Consolidation,Employed,28.0,4416.666667,0.0,13323,2011-05-03,0,273
2074,36,Completed,0.3127,HR,Debt Consolidation,Employed,0.0,6250.0,0.0,4000,2011-12-22,0,65
2077,36,Completed,0.3199,E,Debt Consolidation,Full-time,0.0,8333.333333,1.0,4000,2011-02-07,0,66
2079,36,Completed,0.114,A,Other,Employed,2.0,4333.333333,0.0,3200,2011-07-11,0,63
2080,60,Defaulted,0.1219,A,Debt Consolidation,Full-time,0.0,6014.666667,3.0,15000,2013-04-16,0,95
2088,36,Completed,0.3177,HR,Other,Employed,0.0,5833.333333,0.0,2000,2012-10-10,0,14
2089,12,Defaulted,0.2669,E,Other,Self-employed,0.0,175.0,0.0,2500,2011-08-31,0,49
2091,36,Completed,0.2,C,Debt Consolidation,Full-time,0.0,8333.333333,0.0,7000,2010-03-26,0,187
2104,36,Defaulted,0.3199,E,Debt Consolidation,Employed,0.0,2100.0,0.0,3500,2011-06-08,0,74
2107,36,Defaulted,0.3199,E,Other,Employed,3.0,2833.333333,0.0,2000,2011-08-31,0,25
2108,36,Defaulted,0.139,A,Debt Consolidation,Employed,0.0,6666.666667,0.0,17500,2011-10-21,0,264
2112,36,Completed,0.0599,AA,Debt Consolidation,Employed,0.0,10041.666667,2.0,9000,2011-05-17,0,151
2117,36,Completed,0.1515,B,Debt Consolidation,Employed,0.0,5416.666667,0.0,10000,2010-10-25,0,229
2118,36,Completed,0.3073,E,Other,Employed,0.0,2916.666667,2.0,7500,2011-12-20,0,120
2127,36,Completed,0.0849,A,Business,Employed,0.0,6000.0,2.0,10000,2011-02-03,0,224
2132,36,Completed,0.092,A,Auto,Full-time,0.0,1333.333333,0.0,4250,2010-04-05,0,148
2133,36,Completed,0.3199,HR,Auto,Self-employed,0.0,2916.666667,0.0,4000,2011-10-14,0,93
2134,36,Completed,0.3108,E,Debt Consolidation,Employed,0.0,4466.666667,0.0,7500,2011-11-30,0,22
2135,60,Completed,0.2085,B,Debt Consolidation,Employed,0.0,14583.333333,0.0,15000,2012-06-15,0,24
2137,12,Completed,0.1546,C,Debt Consolidation,Full-time,4.0,2166.666667,2.0,2000,2011-11-29,1,53
2150,36,Completed,0.3127,HR,Home Improvement,Employed,3.0,4612.166667,0.0,4000,2011-12-30,0,7
2152,36,Completed,0.3199,E,Other,Employed,0.0,6000.0,0.0,7500,2011-07-26,0,36
2155,36,Completed,0.093,AA,Debt Consolidation,Full-time,0.0,17083.333333,0.0,13500,2010-05-25,0,437
2156,36,Completed,0.3177,HR,Other,Employed,3.0,9500.0,0.0,4000,2012-05-03,0,22
2167,60,Defaulted,0.3304,E,Home Improvement,Employed,9.0,3225.0,3.0,4000,2012-03-09,0,49
2177,36,Completed,0.1599,B,Home Improvement,Employed,0.0,4583.333333,3.0,2250,2013-10-03,0,1
2180,12,Defaulted,0.1795,D,Other,Employed,0.0,2500.0,1.0,8430,2012-10-29,0,88
2195,36,Completed,0.322,E,Debt Consolidation,Employed,0.0,2916.666667,0.0,7350,2011-01-10,0,151
2198,60,Defaulted,0.2359,D,Debt Consolidation,Employed,0.0,5000.0,0.0,10000,2013-03-19,0,1
2207,12,Completed,0.1299,B,Home Improvement,Employed,0.0,8291.666667,0.0,3500,2011-02-24,0,39
2208,60,Completed,0.2124,B,Home Improvement,Employed,6.0,8750.0,0.0,7500,2012-08-17,0,17
2211,36,Completed,0.2599,D,Debt Consolidation,Employed,0.0,3916.666667,0.0,7000,2011-04-08,0,144
2234,36,Completed,0.093,AA,Business,Full-time,0.0,4583.333333,0.0,10000,2010-06-16,1,368
2238,60,Completed,0.287,D,Debt Consolidation,Employed,0.0,4000.0,0.0,9500,2012-06-28,0,92
2244,36,Completed,0.2499,D,Debt Consolidation,Employed,0.0,4000.0,1.0,5500,2011-01-28,0,81
2246,36,Defaulted,0.2599,D,Auto,Employed,3.0,3333.333333,0.0,3500,2011-11-03,0,54
2247,60,Defaulted,0.2687,D,Debt Consolidation,Employed,1.0,6250.0,1.0,7000,2011-12-30,0,14
2257,60,Defaulted,0.2759,D,Debt Consolidation,Employed,0.0,4583.333333,0.0,12000,2012-11-30,0,106
2258,36,Completed,0.3199,HR,Debt Consolidation,Employed,4.0,6666.666667,0.0,4000,2011-09-30,0,10
2260,36,Defaulted,0.3099,E,Business,Full-time,2.0,3333.333333,2.0,5000,2011-08-18,0,11
2263,36,Defaulted,0.3199,E,Other,Other,0.0,216.666667,0.0,3500,2011-02-16,0,66
2268,36,Completed,0.1799,B,Other,Employed,0.0,3333.333333,0.0,3000,2011-08-19,0,55
2270,36,Completed,0.3099,E,Debt Consolidation,Employed,0.0,2666.666667,2.0,5000,2011-10-12,1,4
2275,36,Completed,0.2492,D,Home Improvement,Employed,0.0,2916.666667,0.0,4000,2013-05-30,0,1
2284,60,Completed,0.222,C,Debt Consolidation,Full-time,0.0,6750.0,2.0,14500,2012-05-11,0,77
2294,36,Completed,0.35,HR,Debt Consolidation,Employed,8.0,3708.333333,1.0,1200,2010-09-17,0,20
2295,36,Completed,0.1874,C,Debt Consolidation,Employed,0.0,3000.0,1.0,6000,2012-04-12,0,14
2299,12,Completed,0.2669,E,Debt Consolidation,Employed,5.0,18550.0,2.0,7500,2011-09-22,0,57
2309,60,Completed,0.3304,E,Home Improvement,Employed,0.0,6666.666667,2.0,4000,2012-03-05,0,48
2317,36,Completed,0.1559,B,Other,Employed,19.0,2250.0,1.0,2200,2013-05-15,0,41
2323,36,Completed,0.2725,D,Other,Full-time,29.0,8166.666667,0.0,6000,2010-03-23,0,211
2324,36,Completed,0.275,D,Debt Consolidation,Full-time,0.0,5000.0,0.0,3000,2010-10-18,0,66
